Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),CORE_ZN:People Occupant Count [](Hourly),PERIMETER_ZN_1:People Occupant Count [](Hourly),PERIMETER_ZN_2:People Occupant Count [](Hourly),PERIMETER_ZN_3:People Occupant Count [](Hourly),PERIMETER_ZN_4:People Occupant Count [](Hourly),Total People,CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly) ,Total Cooling Rate [W],CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),Mean air Temperature [°C]
 06/29  04:00:00,23.8333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9058713939435,26.9070124442199,27.4957052524441,27.0035214784778,28.0471518091816,19.989452700694,27.4485021647449
 06/29  05:00:00,23.0916666666666,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.882484688848,26.7883466161276,27.3562806531999,26.8843413370587,27.8766214931785,19.4905473263118,27.3480570750848
 06/29  06:00:00,23.5583333333333,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8680893745333,26.7711540991531,27.5702023887168,26.9051921380327,27.8199285740654,19.8136506521697,27.3653549552355
 06/29  07:00:00,24.8583333333333,468.666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8936474424825,26.9273833387362,28.4376655241381,27.0655917166306,27.9250695786053,23.244075578767,27.5711655703215
 06/29  08:00:00,26.1583333333333,653.333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9637716322848,27.163540903687,29.3411883338783,27.3247553863272,28.1000403690464,30.3186875724546,27.8436261786929
 06/29  09:00:00,27.5749999999999,753.666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0713539089602,27.4230246754988,29.9047094133166,27.5658293686937,28.3162946771992,38.9521007779008,28.0888871093858
 06/29  10:00:00,29.0166666666666,812.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1992067074166,27.6783862512747,30.0157663951467,27.7998220106207,28.5425073353175,46.8372051870871,28.2793362383828
 06/29  11:00:00,30.4749999999999,845.083333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3145095142269,27.9196909778929,29.8874937842977,28.0187617560346,28.768340460581,52.9981539352432,28.4280900597564
 06/29  12:00:00,32.0916666666666,861.083333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4412294501635,28.1874096209748,29.8880615220096,28.2641336335217,29.0170642947165,57.2143081709868,28.6118925458838
 06/29  13:00:00,33.7333333333333,862.583333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5605046156044,28.4485532012636,29.9534920514572,28.5051402275645,29.2530641432183,59.8355234725675,28.7979517014541
 06/29  14:00:00,35.3916666666666,847.416666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6712401780548,28.7077078001496,30.0651283288689,28.7427991033747,29.4827982670555,61.0712548618139,28.9855846002693
 06/29  15:00:00,35.75,763.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7727341264795,28.9117231459355,30.1684448087639,28.9298736874999,29.991878848938,60.6009198543411,29.1827299134444
 06/29  16:00:00,35.2083333333333,460.833333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8685531563136,29.0774993389703,30.2549451792049,29.0852496030716,30.7035002883621,57.3177080494398,29.387143641088
 06/29  17:00:00,34.65,227.583333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9350783004491,28.9583634700502,30.0898446774234,28.9668998925711,30.7473791208878,45.5725615024666,29.3379520638597
 06/29  18:00:00,32.0083333333333,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.885272447399,28.6128532396356,29.6868539484841,28.637811288087,30.2735224514104,25.2438698063485,29.0581989076886
 06/29  19:00:00,27.9666666666666,31.4166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7855110930509,28.3935930306489,29.3689154001515,28.4473733100086,29.7969204442502,26.9582147384279,28.8334498801492
 06/29  20:00:00,23.9083333333333,1.55555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7274348023313,27.944155983773,28.8378805709875,28.0185922168358,29.1306169969527,25.5080785735989,28.4638868218767
 06/29  21:00:00,22.0833333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6568688198359,27.5461643166209,28.3892497193583,27.6132650406694,28.5960378238302,21.5242556057239,28.1354826806755
 06/29  22:00:00,21.9416666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5781897169617,27.3830116914146,28.1982313106404,27.4477248263641,28.3507392169202,19.4836920705472,27.9820487348291
 06/29  23:00:00,21.7833333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5202094723965,27.2934218015607,28.0887693147055,27.3573702588168,28.2138209522328,18.8519091719689,27.8926964135763
 06/29  24:00:00,21.4666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4755236612429,27.2187076849721,27.9963237126451,27.281944397914,28.1078446916082,18.4366512920622,27.8201657264103
 06/30  01:00:00,21.125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7074573146843,27.4543411217472,28.1930999933204,27.5101576529851,28.2942471276943,17.9723095946758,28.0414713742948
 06/30  02:00:00,20.7666666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7489343190069,27.4864124806823,28.2106744322355,27.5452319958974,28.3023322513662,17.5502516536695,28.0718964047389
 06/30  03:00:00,19.9583333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7507973780406,27.4480994407136,28.1596444387066,27.5097911879211,28.2472079096275,16.9503998790401,28.0420961883232
 06/30  04:00:00,18.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7396773761161,27.3702424358401,28.0616730418956,27.4341430526402,28.1456035335877,15.7321326195364,27.9784943052107
 06/30  05:00:00,17.6583333333333,9.66666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.730416156709,27.2958055595261,27.9724290837541,27.3630713824046,28.0471214052556,14.4734376443467,27.9187715947918
 06/30  06:00:00,18.5999999999999,164.5,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,960.729371054071,723.170622476981,1683.89999353105,77.5125937068515,1373.28197614569,1450.79456985254,267.328592668537,847.578876141568,1114.9074688101,79.4436900379903,1395.70385443652,1475.14754447451,156.671721542549,844.255174408744,1000.92689595129,6725.67647261949,27.7072171104482,27.1543544410812,27.6579771507039,27.3854771199088,27.7286837425374,14.4009363484349,27.5094449422815
 06/30  07:00:00,21,466.75,2,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,3455.48437327145,1442.94627291328,4898.43064618473,1137.4414665918,695.837920510665,1833.27938710246,2056.47466416244,634.839756903166,2691.31442106561,1716.87115061293,956.709444159454,2673.58059477239,1415.46174836749,631.304376245279,2046.76612461277,14143.371173738,25.651519079485,25.7699937603934,25.6479811295838,25.7467753013033,25.7412141783205,18.5883807997291,25.7102994564858
 06/30  08:00:00,23.4,651.25,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3836.96284793131,539.951976093079,4376.91482402439,2016.72284468797,268.646057017902,2285.36890170588,2601.81392657033,223.607512364734,2825.42143893506,2166.86621863962,380.510105527268,2547.37632416689,1608.89953087823,223.607443588724,1832.50697446695,13867.5884632992,25.4741883649532,25.6132073190124,25.5037660332357,25.5819091378097,25.5733526118433,27.5577184350588,25.5459016501039
 06/30  09:00:00,25.0416666666666,751.666666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3772.08939563665,534.707644645912,4306.79704028256,2137.36424495254,262.487551902052,2399.85179685459,2744.63438697808,219.446559066927,2964.08094604501,2243.58162454993,374.080540938243,2617.66216548817,1625.05143758347,219.574421945617,1844.62585952909,14133.0178081994,25.482571148421,25.6079887976217,25.5008368321369,25.5870974476519,25.57864299348,37.0076884642752,25.5486601826814
 06/30  10:00:00,26.2,810.166666666666,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3759.83575367396,539.951065913696,4299.78681958766,2270.92102796449,253.541473429867,2524.46250139436,2421.15271571128,0,2421.15271571128,2342.49954773909,373.099161101856,2715.59870884095,1673.61743147073,218.666623758077,1892.28405522881,13853.2848007631,25.478294738554,25.5950689320672,25.5110919071825,25.5781660690317,25.5702997155828,44.6878564838868,25.5428099934121
 06/30  11:00:00,27.3416666666666,841.25,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3755.14782230623,539.952485437523,4295.10030774375,2398.33277558835,238.58342132797,2636.91619691632,2361.11932944025,214.820375625962,2575.93970506622,2432.9084836886,367.32997524706,2800.23845893566,1718.6923562248,214.820104783358,1933.51246100816,14241.7071296701,25.4722094926707,25.586296196628,25.4895026133331,25.57072748899,25.5635253100612,50.6947915867523,25.533695906581
 06/30  12:00:00,28.675,856.916666666666,2,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,3493.3402092143,323.918559998938,3817.25876921323,2508.07531411761,0,2508.07531411761,2019.06821183287,0,2019.06821183287,2324.47731294843,205.252819006216,2529.73013195465,1645.49496877096,118.699670941941,1764.1946397129,12638.3270668313,25.4698364166645,25.5920368136831,25.4936585057674,25.5654635583154,25.5583122716631,54.3599524037958,25.5329677176976
 06/30  13:00:00,30.1166666666666,857.833333333333,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3712.75636057696,534.011208152742,4246.7675687297,2601.85339892553,226.3005791701,2828.15397809563,2160.67333529043,217.353276296333,2378.02661158676,2569.42623017169,370.960737707808,2940.3869678795,1779.63398752734,217.481737891293,1997.11572541863,14390.4508517102,25.4594429650544,25.5707849665665,25.4845551729935,25.5520700881498,25.5453614300933,57.0619299490795,25.5193315825398
 06/30  14:00:00,31.575,844.333333333333,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3707.18698787089,533.368480129997,4240.55546800089,2706.00512561873,215.984025266019,2921.98915088475,1930.41419341291,0,1930.41419341291,2645.5282535574,378.057791028053,3023.58604458545,1823.18373962044,222.216629836766,2045.40036945721,14161.9452263412,25.4539105036535,25.5564602494044,25.4835378334965,25.5432412047175,25.5314128924631,58.8752226740094,25.5106024756985
 06/30  15:00:00,32.4333333333333,814,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3692.46412971601,533.045268339573,4225.50939805558,2768.81685437275,203.060567794594,2971.87742216735,2085.96669012135,222.613076670593,2308.57976679194,2695.88323817053,378.898150719489,3074.78138889002,2104.78550553871,222.61453223341,2327.40003777212,14908.148013677,25.4474920899968,25.5465090887905,25.4765389949182,25.5345004348547,25.4893600060723,58.9685457736136,25.4981164986434
 06/30  16:00:00,32.775,760.5,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3667.09923745124,533.852395076482,4200.95163252772,2785.15955295764,190.36832472204,2975.52787767968,2049.88138684251,221.01219821375,2270.89358505626,2707.91278704484,376.314126270863,3084.22691331571,2583.02956275738,220.859731589858,2803.88929434724,15335.4893029266,25.4419796129881,25.5385033644917,25.4745035181758,25.5277431030793,25.4698203660706,56.4133517684813,25.4903853301009
 06/30  17:00:00,33.1333333333333,669.666666666666,2,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,2744.89380419872,172.766038846905,2917.65984304563,2593.1509180337,0,2593.1509180337,1597.26831793605,56.1676319074625,1653.43594984351,2035.73093300125,98.6853719758169,2134.41630497707,2528.97698227565,56.1639618707548,2585.1409441464,11883.8039600463,25.4591874468526,25.5574338193124,25.4910523078317,25.5432100943364,25.4700920933295,51.5627719520702,25.5052725486353
 06/30  18:00:00,31.9,486.75,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,1117.59194118171,1117.59194118171,0,758.702928082981,758.702928082981,0,520.629835476415,520.629835476415,0,791.24940270667,791.24940270667,21.5393749452365,543.91205526472,565.451430209956,3753.62553765773,27.3961916181198,27.4552379155643,27.6938120300606,27.3829878347977,29.1189644246842,44.9242075248854,27.6723704604483
 06/30  19:00:00,29.0333333333333,164.916666666666,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0654625919194,27.9312410168659,28.2863249926602,27.9556577697855,29.7718510146553,35.9765828074288,28.2650427705393
 06/30  20:00:00,26.2416666666666,8.99999999999999,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1480726144947,27.7808687660104,28.1664058484237,27.8495888012843,29.2900468458912,28.4240907736381,28.1530908090227
 06/30  21:00:00,24.6166666666666,0,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1316642778138,27.5482510398121,27.9394315807757,27.6109429160818,28.7831940955218,23.5122620742587,27.9470756726573
 06/30  22:00:00,23.7333333333333,0,2,0.451099319784853,0.341962494534795,0.202856552509402,0.341962494534795,0.202856552509402,1.54073741387325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0590858770418,27.3219367147536,27.7028153910845,27.3772100215669,28.3670312255112,21.1772511963862,27.7377748904174
 06/30  23:00:00,23.1083333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9580432026762,27.0952393423585,27.4532002224389,27.1428522853112,28.0172032856511,19.9221933554499,27.5269386469515
 06/30  24:00:00,22.8416666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1731372768332,27.257373614992,27.6138301553697,27.303562698231,28.1126625499896,19.2082795844267,27.6952863447465
 07/01  01:00:00,22.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2118544250637,27.2438361052299,27.5857176752628,27.2858889098542,28.0465653853193,18.8596115330423,27.6872913378911
 07/01  02:00:00,22.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2175852573048,27.2048615788162,27.5338823502586,27.2455196678203,27.9609040144229,18.6062595259378,27.6532563627952
 07/01  03:00:00,22.0999999999999,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.219136901891,27.1576677051379,27.4753225666408,27.1961474135197,27.8793268684731,18.3903498663335,27.6138277126955
 07/01  04:00:00,21.0166666666666,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2159561622906,27.0929086133646,27.3995894717121,27.1312929779666,27.789542622459,17.5834664166247,27.5623371336616
 07/01  05:00:00,20.0166666666666,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2179542182276,27.0359193546786,27.3325848192183,27.0764127205327,27.7097668621895,16.4671004163499,27.5187679652875
 07/01  06:00:00,19.5416666666666,195.083333333333,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,601.073511922955,708.582712047299,1309.65622397025,67.5343451083236,570.224889892747,637.75923500107,74.36415890846,335.636434287749,410.000593196209,68.9734140271027,584.60885175139,653.582265778492,43.9460443091411,322.524648115503,366.470692424644,3377.46901037066,27.6285071997756,26.9140095386053,27.5212444951476,27.0959305796082,27.6561256948476,16.2767668643087,27.341236726477
 07/01  07:00:00,20.7833333333333,523.666666666666,3,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,2900.45435263631,1531.89835327766,4432.35270591397,872.13314994154,605.758454580957,1477.89160452249,1781.39759388723,666.884918597502,2448.28251248473,1438.4052008104,840.421422861345,2278.82662367175,1233.19746052848,673.480527385631,1906.67798791411,12544.0314345071,25.6478482668732,25.7636269517538,25.6735417231996,25.7341365644459,25.7407732331837,19.5228681705403,25.7083137097148
 07/01  08:00:00,23.275,699.666666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3374.92617898335,539.952609864121,3914.87878884748,1823.85375963656,286.040476926366,2109.89423656292,2366.31310906068,230.469350179005,2596.78245923969,1955.43897333594,390.80296119936,2346.2419345353,1436.21254247987,230.4692606535,1666.68180313337,12634.4792223188,25.4468749850766,25.5874914652173,25.4700637210572,25.5542185353373,25.5395723842418,27.2701107286484,25.5171665258006
 07/01  09:00:00,25.7416666666666,790.5,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3345.98198841992,539.952083910047,3885.93407232997,1978.50805834091,292.564465024404,2271.07252336531,2525.53594135222,229.289252070289,2754.82519342251,2062.1424558525,389.033161150515,2451.17561700301,1474.60134027638,229.289276267466,1703.89061654384,13066.8980226646,25.4543078116077,25.5833304713055,25.4713859799751,25.5601238577774,25.5477892339917,36.5953843973485,25.520985821256
 07/01  10:00:00,27.3416666666666,843.166666666666,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3366.09995038549,539.952616094886,3906.05256648037,2132.32885207139,299.541779205193,2431.87063127659,2240.05759589862,0,2240.05759589862,2180.39083521638,390.343348341429,2570.73418355781,1539.16878915227,230.162564434987,1769.33135358726,12918.0463308007,25.4499508300702,25.5683551182829,25.4748064161237,25.5496396943924,25.5394927453872,45.1740866838586,25.5134175102741
 07/01  11:00:00,28.7333333333333,871.166666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3393.86962253507,534.537281881795,3928.40690441687,2284.05701147054,297.647012378561,2581.7040238491,2181.37920439816,228.952386253566,2410.33159065173,2293.53659106213,388.28170518358,2681.81829624571,1604.32001695855,229.046684752324,1833.36670171087,13435.6275168743,25.4440502155763,25.5566968904145,25.4554300469396,25.5398196789754,25.5309806128592,51.9826613986959,25.5032510659084
 07/01  12:00:00,30.7416666666666,883.75,3,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,3166.65782699839,329.565944857536,3496.22377185593,2576.26876607553,0,2576.26876607553,1866.05385338908,0,1866.05385338908,2223.38416065672,227.33354905518,2450.7177097119,1556.53346536775,133.203753813611,1689.73721918136,12079.0013202138,25.4413885792347,25.5542880155525,25.4573979277067,25.5340262171938,25.5247818357543,56.8641370642375,25.5000942514787
 07/01  13:00:00,32.3416666666666,877.333333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3418.99509834755,528.402775142311,3947.39787348986,2576.30645578054,250.939430098398,2827.24588587894,2036.68937988484,217.169490035826,2253.85886992067,2506.31389615835,370.469230386284,2876.78312654464,1717.5309961316,217.390177667675,1934.92117379927,13840.2069296334,25.4312388195891,25.5420719379583,25.4506272243408,25.5217067481927,25.5129098433393,59.8366802151179,25.4892224545443
 07/01  14:00:00,34.4333333333333,784.583333333333,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3437.84256019414,540.245089711776,3978.08764990591,2733.24009054171,255.722838163898,2988.96292870561,1833.45837315929,0,1833.45837315929,2619.39568319892,381.017382968617,3000.41306616754,1784.53048060572,223.883224490508,2008.41370509623,13809.3357230346,25.4258676097998,25.5214282302117,25.4477730880519,25.5102965725513,25.4964402599967,60.8372601484502,25.4779914159162
 07/01  15:00:00,34.6083333333333,417.333333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3435.73301503551,534.289442770535,3970.02245780604,2835.5230140631,241.535482429864,3077.05849649297,2013.8408875133,217.825081061183,2231.66596857448,2702.00475225951,371.496674165521,3073.50142642504,2004.60408155559,217.834053558526,2222.43813511411,14574.6864844126,25.4203523586016,25.520464332079,25.4414451376178,25.5069240159801,25.4842366044137,57.8686760418755,25.4729742967839
 07/01  16:00:00,33.55,283.333333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3408.12230054229,534.057382703055,3942.17968324534,2873.86114671354,235.350097865239,3109.21124457878,2004.3901022073,218.10345410527,2222.49355631257,2745.05585376943,371.912036496566,3116.96789026599,2256.02990740968,218.030907933203,2474.06081534289,14864.9131897456,25.4145373492141,25.5088309122815,25.4394317177215,25.4984457825848,25.4780913345341,52.8929962897363,25.4657338469589
 07/01  17:00:00,32.6583333333333,167.5,3,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,2487.95666036306,172.763709146231,2660.72036950929,2595.46547276734,0,2595.46547276734,1552.3011790637,50.3987556194804,1602.69993468318,2038.68837764479,90.0314305483867,2128.71980819318,1870.13009050285,50.3968989224848,1920.52698942534,10908.1325745783,25.4296249438162,25.5300881677218,25.4518962923166,25.5104315516905,25.4753621951515,48.0936053997105,25.4788112482862
 07/01  18:00:00,32.8416666666666,218.333333333333,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,1473.53208166201,1473.53208166201,0,1104.2558965562,1104.2558965562,0,734.80323411555,734.80323411555,0,1125.05922510927,1125.05922510927,0,837.363618973354,837.363618973354,5275.01405641638,27.1755329383467,27.4301430698615,27.6114216828126,27.3365846535696,28.2686419879724,42.2758777037652,27.4690951757929
 07/01  19:00:00,29.0999999999999,67.6666666666666,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7781128564392,27.8784170762852,28.1667126771932,27.851822456595,28.8300809915396,36.4520940672115,28.0063993701566
 07/01  20:00:00,25.4583333333333,3.38888888888888,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8819114878896,27.6985795008425,28.0306998490791,27.7089849591636,28.5169736662643,28.7602720035678,27.906042409958
 07/01  21:00:00,25,0,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8802154567045,27.5929426820963,27.9425092313164,27.6041851554525,28.2938022403523,24.4467149460215,27.8178462203119
 07/01  22:00:00,24.65,0,3,0.451099319784853,0.341962494534795,0.202856552509402,0.341962494534795,0.202856552509402,1.54073741387325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8232591970042,27.4625920849814,27.8129576313253,27.4748585203572,28.0767808829392,22.628720647357,27.6979059145885
 07/01  23:00:00,24.75,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7399717417484,27.3104987191563,27.65136631833,27.3242214369371,27.8746199607707,22.2445549103024,27.5584388354852
 07/01  24:00:00,24.3583333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9775212264135,27.4986905300442,27.8168458899699,27.5109531234932,28.0140984657215,22.2764448907495,27.7513539752248
 07/02  01:00:00,23.55,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.036012890553,27.4974310575256,27.8036948797371,27.509173882257,27.9814310007186,21.5885726612068,27.7617726671292
 07/02  02:00:00,23.0083333333333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0526960272696,27.4454577499771,27.7407235724537,27.4583256294383,27.903632823504,20.4721654207613,27.7253026564041
 07/02  03:00:00,22.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0585876744579,27.3869803245064,27.6678829615036,27.3999407290387,27.8197007285284,19.8758236834787,27.6804497575699
 07/02  04:00:00,22.1583333333333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0623843606973,27.3339983390356,27.6024962086817,27.3466286894336,27.7461945977376,19.6748449385996,27.6396831372275
 07/02  05:00:00,21.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.075108195217,27.3045248335993,27.5649051467374,27.3184873778023,27.7018094097601,18.8935067881816,27.6198280984494
