Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),DINING PEOPLE:People Occupant Count [](Hourly),KITCHEN PEOPLE:People Occupant Count [](Hourly),Total People,DINING:Zone Other Equipment Convective Heating Rate [W](Hourly),DINING:Zone Other Equipment Latent Gain Rate [W](Hourly),DINING:Zone Other Equipment Total Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Convective Heating Rate [W](Hourly),KITCHEN:Zone Other Equipment Latent Gain Rate [W](Hourly),KITCHEN:Zone Other Equipment Total Heating Rate [W](Hourly),Total Cooling Rate [W],DINING:Zone Mean Air Temperature [C](Hourly),KITCHEN:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly) ,Mean air Temperature [°C]
 06/02  13:00:00,30.1166666666666,978.416666666666,2,196.099208773926,5.26953,201.368738773926,14107.908977991,8170.90447478393,22278.8134527749,9679.57647463921,7491.18705993116,17170.7635345704,39449.5769873453,26.0159747198584,26.1243878715441,59.0578625539241,26.0455414054789
 06/02  14:00:00,31.575,922.5,2,112.056690727957,3.01116,115.067850727957,10580.3426298902,4604.3206382913,15184.6632681815,9136.31252625242,6500.17812414222,15636.4906503946,30821.1539185761,26.0138131974635,26.1101422921485,59.2110678605068,26.0400842910935
 06/02  15:00:00,31.9666666666666,682.916666666666,2,56.0283453639789,1.50558,57.5339253639789,8058.07700144776,2688.88605465,10746.9630560978,9109.33840587832,7915.6809163396,17025.0193222179,27771.9823783157,26.0234805307263,26.0908432742324,56.8426956748364,26.041851854028
 06/02  16:00:00,31.625,568.416666666666,2,70.0354317049736,1.881975,71.9174067049736,8077.2234297229,2927.50050010871,11004.7239298316,8632.67435587504,9379.13723121673,18011.8115870918,29016.5355169234,26.4193710570925,26.982533803589,53.0352557791351,26.5729581046039
 06/02  17:00:00,31.2666666666666,451.583333333333,2,140.070863409947,3.76395,143.834813409947,12546.6752906042,5638.99464200311,18185.6699326073,10465.9821115669,10259.2268371901,20725.208948757,38910.8788813643,26.1129683217303,26.3798085743471,47.9288750441401,26.1857416129531
 06/02  18:00:00,30.05,487.25,2,224.113381455915,6.02232,230.135701455915,16111.8633101434,8407.78251722115,24519.6458273645,10715.6440059059,10114.5235397357,20830.1675456416,45349.8133730062,26.0468068567083,26.2137147639704,42.2717459646791,26.0923263674397
 06/02  19:00:00,28.1916666666666,183.166666666666,2,224.113381455915,6.02232,230.135701455915,14706.3693911058,8193.8922698684,22900.2616609742,10442.5494000542,10943.5700250586,21386.1194251128,44286.381086087,26.0326965896736,26.1604479085649,34.9603226200772,26.0675372250073
 06/02  20:00:00,26.3499999999999,10.7777777777777,2,224.113381455915,6.02232,230.135701455915,13317.5370037051,7948.04750049359,21265.5845041987,9539.01656978479,9525.88305520734,19064.8996249921,40330.4841291908,26.0113259008439,26.1321840519175,28.6722991893575,26.044286615498
 06/02  21:00:00,24.3166666666666,0,2,140.070863409947,3.76395,143.834813409947,8426.99771132925,5258.52254922948,13685.5202605587,8780.08345424502,7273.07812398346,16053.1615782285,29738.6818387872,26.0310211615723,26.1021330248412,24.4272404831753,26.050414953492
 06/02  22:00:00,22.0583333333333,0,2,98.049604386963,2.634765,100.684369386963,4148.87830957632,3947.21882809832,8096.09713767464,6732.62875501695,5397.06957861394,12129.6983336309,20225.7954713055,26.1302353216661,25.6207522782944,21.620323415114,25.9912879270179
 06/02  23:00:00,19.8166666666666,0,2,56.0283453639789,1.50558,57.5339253639789,3142.04161555338,2502.32366652071,5644.36528207409,7767.38451037887,3909.11930242868,11676.5038128076,17320.8690948816,25.27939840914,22.809555795584,18.9563327957126,24.6058172157925
 06/02  24:00:00,18.375,0,2,14.0070863409947,0.376395,14.3834813409947,821.678512315362,761.570174438859,1583.24868675422,6752.42245698207,2359.42364315891,9111.84610014098,10695.0947868952,25.0303384417288,21.8508965479215,16.3495544636413,24.1632336904968
 06/03  01:00:00,17.4166666666666,0,3,0,0,0,0,0,0,0,0,0,0,24.7771632758302,25.465003495654,14.7931973709199,24.9647526523995
 06/03  02:00:00,16.475,0,3,0,0,0,0,0,0,0,0,0,0,24.5522923801179,26.7366391206848,13.4033624416984,25.1480124782813
 06/03  03:00:00,15.4583333333333,0,3,0,0,0,0,0,0,0,0,0,0,24.2910222106833,26.6910108914779,12.2525210330807,24.9455526778302
 06/03  04:00:00,14.3583333333333,0,3,0,0,0,0,0,0,0,0,0,0,24.2507716473117,27.1133703868001,11.0969541909358,25.0314662002506
 06/03  05:00:00,13.2583333333333,20.9166666666666,3,14.0070863409947,0.376395,14.3834813409947,1549.40151707615,2165.48475559431,3714.88627267046,9679.65494870292,8980.36855465882,18660.0235033617,22374.9097760322,24.1733118476549,21.0752038273441,10.0760357317591,23.3283886586279
 06/03  06:00:00,14.2,288.416666666666,3,28.0141726819894,0.75279,28.7669626819894,2590.81061127847,1720.55897256641,4311.36958384488,7765.65190421573,4276.21526371161,12041.8671679273,16353.2367517722,23.9581519927322,21.1309737937016,10.46332852882,23.1871174115581
 06/03  07:00:00,16.5999999999999,601.75,3,112.056690727957,3.01116,115.067850727957,7885.0022539827,4681.68734525432,12566.689599237,9799.6772412691,7095.47106973885,16895.148311008,29461.837910245,23.584526212453,21.2292581831896,15.4270852998409,22.9421920648855
 06/03  08:00:00,19,763.166666666666,3,112.056690727957,3.01116,115.067850727957,6406.60503821027,4403.20657050496,10809.8116087152,8525.19748126827,9600.86550090577,18126.062982174,28935.8745908893,24.6806513949007,22.8028765719087,24.4985210911282,24.1685402995756
 06/03  09:00:00,21.6333333333333,844.333333333333,3,112.056690727957,3.01116,115.067850727957,5667.37100276313,5027.58756991393,10694.9585726771,7009.56085435798,10950.1916391683,17959.7524935263,28654.7110662033,25.8279145588582,24.883708844255,35.277905364497,25.5704085912645
 06/03  10:00:00,24.375,890.833333333333,3,56.0283453639789,1.50558,57.5339253639789,5213.85883313314,3443.72738353336,8657.5862166665,7702.62893739113,12607.2662991042,20309.8952364953,28967.4814531618,25.9974055725726,25.9754507232465,44.8309267870355,25.9914179952559
 06/03  11:00:00,27.1333333333333,910.416666666666,3,140.070863409947,3.76395,143.834813409947,10166.6271427677,6952.23641050602,17118.8635532737,9648.58211912748,12087.6889240644,21736.2710431919,38855.1345964656,25.9927462703803,26.0147054924711,52.7785264763257,25.9987350402475
 06/03  12:00:00,28.65,898.666666666666,3,224.113381455915,6.02232,230.135701455915,16961.6904292837,10221.7671005174,27183.4575298011,11409.3637925858,10254.4968816586,21663.8606742444,48847.3182040455,25.391562702608,25.0105284196671,58.0754321513043,25.2876461511642
 06/03  13:00:00,29.1916666666666,820.083333333333,3,196.099208773926,5.26953,201.368738773926,13956.9431483875,8738.38951497997,22695.3326633675,9666.10901789482,7314.30018370773,16980.4092016025,39675.74186497,25.9174596861137,25.7423112971584,59.4300129989687,25.8696928121445
 06/03  14:00:00,29.75,564.333333333333,3,112.056690727957,3.01116,115.067850727957,10920.3607711872,5183.23461834651,16103.5953895337,9637.78601562963,7821.30378482816,17459.0898004578,33562.6851899915,25.7726821747872,25.4961598723772,57.2351594486563,25.6972683725383
 06/03  15:00:00,29.0083333333333,387.666666666666,3,56.0283453639789,1.50558,57.5339253639789,7430.42882721682,3123.11076985904,10553.5395970759,9060.72179623956,9909.71213395983,18970.4339301994,29523.9735272753,25.9365705842165,25.7997152911068,51.631365243308,25.8992470919653
 06/03  16:00:00,27.3666666666666,254.583333333333,3,70.0354317049736,1.881975,71.9174067049736,8469.19600706407,3616.8272085257,12086.0232155898,10240.6054431007,10800.3775835122,21040.9830266129,33127.0062422027,25.8336891825389,25.5483845427033,44.5518872928659,25.755880240903
 06/03  17:00:00,25.7083333333333,234.666666666666,3,140.070863409947,3.76395,143.834813409947,10598.3207568811,6746.90984807306,17345.2306049542,10273.2686149477,10566.1993330433,20839.467947991,38184.6985529452,25.9521617367168,25.8094517593273,38.2234475123788,25.9132415414197
 06/03  18:00:00,23.8916666666666,126.25,3,224.113381455915,6.02232,230.135701455915,12868.537408931,10069.9090140955,22938.4464230265,10435.8372399142,10247.4263294798,20683.263569394,43621.7099924205,25.9750477368506,25.8856620047758,31.7012493037368,25.9506702531402
 06/03  19:00:00,22.05,21.1666666666666,3,224.113381455915,6.02232,230.135701455915,11651.9945621046,9787.33248013274,21439.3270422373,10203.3864488318,9570.78810359105,19774.1745524229,41213.5015946602,25.9833554991443,25.8300272453179,25.8353555503364,25.9415394629243
 06/03  20:00:00,20.1916666666666,0.722222222222222,3,224.113381455915,6.02232,230.135701455915,12349.9183287939,10191.6875672378,22541.6058960317,11100.1590898168,9218.62124090257,20318.7803307194,42860.3862267511,25.4536663595359,24.5791408448521,21.4854173028014,25.21516373732
 06/03  21:00:00,19.2833333333333,0,3,140.070863409947,3.76395,143.834813409947,8530.45978868177,5844.6716263232,14375.131415005,10998.1242970952,6925.72186931397,17923.8461664092,32298.9775814141,25.2599916136535,23.8021198661064,18.1657256790223,24.8623974568151
 06/03  22:00:00,19.1416666666666,0,3,98.049604386963,2.634765,100.684369386963,5883.26976664437,4278.98598855736,10162.2557552017,9362.80329348596,3976.34449306199,13339.147786548,23501.4035417497,24.9706265218888,22.8112891784557,16.4355074344534,24.3817270443892
 06/03  23:00:00,18.9833333333333,0,3,56.0283453639789,1.50558,57.5339253639789,3276.83449274873,2189.80330422621,5466.63779697494,7471.55864760872,2514.97511310424,9986.53376071296,15453.1715576879,24.6609408515481,21.8309450519855,15.5915905386945,23.8891378478364
 06/03  24:00:00,18.2583333333333,0,3,14.0070863409947,0.376395,14.3834813409947,935.879278758025,843.599958010689,1779.47923676871,7511.02104203125,2830.88929362098,10341.9103356522,12121.3895724209,24.6197076736349,20.6515419216316,14.8253145685957,23.5375003265089
 06/04  01:00:00,17.1583333333333,0,4,0,0,0,0,0,0,0,0,0,0,24.4555726777525,24.6841044328393,14.081614999235,24.5178983868743
 06/04  02:00:00,16.0583333333333,0,4,0,0,0,0,0,0,0,0,0,0,24.2718528682641,26.0913476036857,13.0943960453379,24.7680696832336
 06/04  03:00:00,15.25,0,4,0,0,0,0,0,0,0,0,0,0,24.0288570575737,26.1558333373338,12.2152165815168,24.6089309508976
 06/04  04:00:00,14.7083333333333,0,4,0,0,0,0,0,0,0,0,0,0,24.0365659933019,26.6586987879356,11.4546618282448,24.7516801172671
 06/04  05:00:00,14.15,23.1666666666666,4,14.0070863409947,0.376395,14.3834813409947,1241.69313828427,2338.34766938038,3580.04080766465,8162.29353281747,9163.81701840742,17326.1105512249,20906.1513588895,24.147231383983,21.6498104587791,10.7698595580448,23.4661289696604
 06/04  06:00:00,14.8916666666666,301.666666666666,4,28.0141726819894,0.75279,28.7669626819894,2572.41738586275,1852.99351867392,4425.41090453667,8049.59796996177,4272.75456155013,12322.3525315119,16747.7634360486,23.9431280351817,20.9055670329446,11.4426933453502,23.1147173690434
 06/04  07:00:00,16.5333333333333,580.666666666666,4,112.056690727957,3.01116,115.067850727957,7905.4250506246,5280.62687266996,13186.0519232946,9840.28344529289,6904.58371143444,16744.8671567273,29930.9190800219,23.4840135583899,21.0186703371781,16.2476076155381,22.8116594497351
 06/04  08:00:00,18.1916666666666,772.333333333333,4,112.056690727957,3.01116,115.067850727957,6176.61472599486,4793.40578884082,10970.0205148357,8198.34485656388,8939.14944219756,17137.4942987614,28107.5148135971,24.5491391491644,22.8085340358608,23.9979083056895,24.0744372945074
 06/04  09:00:00,20.4166666666666,855.25,4,112.056690727957,3.01116,115.067850727957,5803.51708700049,5197.48184125502,11000.9989282555,7824.34317763361,10580.2311769824,18404.574354616,29405.5732828715,25.5942158977371,24.1143628320466,33.5478749621953,25.1906269449448
 06/04  10:00:00,23.0166666666666,909.916666666666,4,56.0283453639789,1.50558,57.5339253639789,5174.90984145266,3654.27244793985,8829.18228939251,8004.55895167197,11677.403382936,19681.962334608,28511.1446240005,25.8093742610553,25.4065453345575,42.765006402356,25.6995138239829
 06/04  11:00:00,25.6166666666666,937.333333333333,4,140.070863409947,3.76395,143.834813409947,9990.67113657867,7179.22674761716,17169.8978841958,9758.97929512172,12826.71112677,22585.6904218917,39755.5883060875,25.814403979244,25.619197333623,50.7276708068733,25.7611667710976
 06/04  12:00:00,27.2249999999999,928.416666666666,4,224.113381455915,6.02232,230.135701455915,14437.9292700381,10308.1097142229,24746.038984261,10043.1328197171,10443.777762657,20486.9105823741,45232.9495666351,25.849077469318,25.7116643372471,56.354732920773,25.8116018419343
 06/04  13:00:00,28.125,858.666666666666,4,196.099208773926,5.26953,201.368738773926,13410.159951007,8886.81610491274,22296.9760559197,9503.2372170378,8076.63603656995,17579.8732536078,39876.8493095275,25.9708232993217,25.904255831208,59.366455348232,25.9526688653654
 06/04  14:00:00,29.025,496.416666666666,4,112.056690727957,3.01116,115.067850727957,9978.65775253292,5298.53320081845,15277.1909533514,8993.59710614284,7665.35372136165,16658.9508275045,31936.1417808559,25.9990804364208,25.9418404017256,58.6004226907971,25.9834698016922
 06/04  15:00:00,28.875,304.666666666666,4,56.0283453639789,1.50558,57.5339253639789,7184.87730743127,3200.89479804831,10385.7721054796,8964.73084503079,9948.46505833773,18913.1959033685,29298.9680088481,25.9986551584055,25.9515622582266,53.0060591636812,25.985811873685
 06/04  16:00:00,27.9749999999999,263.083333333333,4,70.0354317049736,1.881975,71.9174067049736,7935.82835741745,3642.67528600866,11578.5036434261,9556.26465648395,10247.9166635813,19804.1813200653,31382.6849634914,26.0360703658311,26.0555701269737,46.6132897370122,26.0413883858168
 06/04  17:00:00,27.075,113.583333333333,4,140.070863409947,3.76395,143.834813409947,12933.7944012883,6770.69354558798,19704.4879468763,12281.1432149732,10611.7990102906,22892.9422252638,42597.4301721401,25.3480556020227,24.5986138501667,40.6644067613347,25.1436661130776
 06/04  18:00:00,26.0583333333333,87.3333333333333,4,224.113381455915,6.02232,230.135701455915,13634.4451055409,10178.5272197297,23812.9723252706,10442.7331039501,10277.6579326345,20720.3910365846,44533.3633618552,25.8919435696539,25.5797674951573,34.2258917165649,25.8068061881706
 06/04  19:00:00,24.9,11.7499999999999,4,224.113381455915,6.02232,230.135701455915,12722.5016612952,10063.4145706654,22785.9162319606,10124.2332277646,9449.06419360102,19573.2974213656,42359.2136533262,25.9506790935194,25.7827436634244,28.6371933294492,25.904879354383
 06/04  20:00:00,23.7583333333333,0.222222222222222,4,224.113381455915,6.02232,230.135701455915,11820.3651945215,9890.59274034661,21710.9579348681,9199.62893165427,8044.66829978858,17244.2972314428,38955.255166311,25.9727056068377,25.8620300578189,24.7005837584564,25.9425219149809
 06/04  21:00:00,22.0166666666666,0,4,140.070863409947,3.76395,143.834813409947,8885.73540581445,6338.51863659203,15224.2540424065,10948.8373360675,6941.63644981576,17890.4737858833,33114.7278282897,25.5152343181879,24.2302913896829,22.1722624716942,25.1648017090753
 06/04  22:00:00,19.8166666666666,0,4,98.049604386963,2.634765,100.684369386963,6578.21838739346,5076.00064547237,11654.2190328658,11037.8684286827,5671.28160142837,16709.1500301111,28363.3690629769,24.8929371583411,22.0380795717221,19.7488127743575,24.1143537905275
 06/04  23:00:00,17.6166666666666,0,4,56.0283453639789,1.50558,57.5339253639789,3980.40861718028,2521.64236624572,6502.050983426,9106.69853794019,3522.75353228639,12629.4520702266,19131.5030536526,24.3407329044568,20.7004693155523,16.8714199382809,23.3479517940915
 06/04  24:00:00,16.5833333333333,0,4,14.0070863409947,0.376395,14.3834813409947,912.096143979211,792.198050308926,1704.29419428814,7253.2479862572,2106.3456949113,9359.5936811685,11063.8878754566,24.5152749768911,20.5048996952341,13.981685610258,23.4215561491555
 06/05  01:00:00,16.3833333333333,0,5,0,0,0,0,0,0,0,0,0,0,24.4099820329716,24.5514336137693,12.6234734347925,24.4485590354379
 06/05  02:00:00,16.1833333333333,0,5,0,0,0,0,0,0,0,0,0,0,24.2611255827618,25.9908780575506,11.9738472094434,24.7328676807275
 06/05  03:00:00,15.6916666666666,0,5,0,0,0,0,0,0,0,0,0,0,24.0435124414141,26.0889783648375,11.5753219146123,24.6013566417243
 06/05  04:00:00,14.9333333333333,0,5,0,0,0,0,0,0,0,0,0,0,24.0490067592378,26.6017393303436,11.2774127693677,24.7451938936345
 06/05  05:00:00,14.1916666666666,17.0833333333333,5,14.0070863409947,0.376395,14.3834813409947,1383.7561996739,2301.37795505063,3685.13415472453,9073.66663533258,8753.72322441759,17827.3898597502,21512.5240144747,24.0871949123002,21.0236122974102,10.9627579368072,23.2516875717393
 06/05  06:00:00,15.2999999999999,251.916666666666,5,28.0141726819894,0.75279,28.7669626819894,2472.31307659565,1890.77845125127,4363.09152784692,8045.76019542136,4551.2068383361,12596.9670337575,16960.0585616044,23.9278630709658,20.7318433186517,12.0603035536476,23.0562371677968
 06/05  07:00:00,17.7,595.75,5,112.056690727957,3.01116,115.067850727957,7060.29679235738,5297.70414782212,12358.0009401795,8833.61004033019,6674.7057515809,15508.3157919111,27866.3167320906,23.9103289830548,21.5615614181873,17.2851525191426,23.2697676571809
 06/05  08:00:00,20.0999999999999,769.5,5,112.056690727957,3.01116,115.067850727957,5636.39387244693,5090.2929285806,10726.6868010275,7585.10751876165,9576.2627904681,17161.3703092298,27888.0571102573,25.0901928650958,23.3583826409477,25.5707204733311,24.6178895729627
 06/05  09:00:00,22.2083333333333,856.583333333333,5,112.056690727957,3.01116,115.067850727957,5676.46781747611,5194.60456759709,10871.0723850732,6733.59125544176,10254.2020762351,16987.7933316769,27858.8657167501,25.9083488173164,25.168176106979,34.8339233733495,25.7064872028249
 06/05  10:00:00,24.05,906.75,5,56.0283453639789,1.50558,57.5339253639789,5106.95113360515,3381.28997243127,8488.24110603642,7833.66773612696,10957.5734814526,18791.2412175796,27279.482323616,26.0046655279851,25.873152229581,42.1071616932741,25.9687989168926
 06/05  11:00:00,25.9083333333333,947.166666666666,5,140.070863409947,3.76395,143.834813409947,9682.1586261521,6460.81089197102,16142.9695181231,9643.48039079697,10361.9008179572,20005.3812087542,36148.3507268773,25.9948880394646,25.9622257111512,47.4360960323612,25.9859802936989
 06/05  12:00:00,27.1083333333333,960,5,224.113381455915,6.02232,230.135701455915,13920.5023717381,9225.55985192072,23146.0622236588,9870.82369578018,8706.52721085083,18577.350906631,41723.4131302898,25.9880022207589,25.9607356507966,50.6104860821853,25.9805660186977
