Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),CORE_ZN:People Occupant Count [](Hourly),PERIMETER_ZN_1:People Occupant Count [](Hourly),PERIMETER_ZN_2:People Occupant Count [](Hourly),PERIMETER_ZN_3:People Occupant Count [](Hourly),PERIMETER_ZN_4:People Occupant Count [](Hourly),Total People,CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly) ,Total Cooling Rate [W],CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),Mean air Temperature [°C]
 06/01  12:00:00,24.8916666666666,1001.16666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1817988558419,27.7868303074807,30.1053222271232,27.9498338483105,28.5636235506652,53.8796552096315,28.6389605311499
 06/01  13:00:00,26.5333333333333,998.333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2880496979081,28.0125384723516,30.0961156551313,28.1492030467829,28.7731843387027,56.5420002543173,28.7907926019502
 06/01  14:00:00,28.1916666666666,983.333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3810914150776,28.2158657272633,30.1266029641354,28.3334101129028,28.9442414696022,57.7692246949862,28.930581353677
 06/01  15:00:00,29.25,961.166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4612339502726,28.380748295511,30.1703765943784,28.4845436732291,29.4143084325776,56.995169576815,29.0918369389731
 06/01  16:00:00,29.7916666666666,918.166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5329623671418,28.505358218693,30.1943208159951,28.6003758503614,30.3986596940756,54.1793881289344,29.2989552951064
 06/01  17:00:00,30.3499999999999,846.916666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.590367500291,28.6094529932625,30.1884582647335,28.6976733770459,31.2988004393891,49.4954264867182,29.4782015223956
 06/01  18:00:00,29.6083333333333,599.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6347771956088,28.6609428856263,30.1211108818381,28.743501617981,31.7718511487003,43.2346828181029,29.5662183116535
 06/01  19:00:00,27.9666666666666,80.7499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.651511764732,28.5748801030965,29.9530806187452,28.7134075313919,31.236925938852,34.4028402417476,29.4527864257211
 06/01  20:00:00,26.3083333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5824835587014,28.3633660687943,29.6949592617831,28.5236556586138,30.507887754376,27.478292882535,29.2135470243226
 06/01  21:00:00,24.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4931051461356,28.1315597948285,29.4012492689196,28.2827193963267,29.9457313205617,23.4462313646013,28.9697713284791
 06/01  22:00:00,22.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4034850195396,27.893938576217,29.1115987382164,28.0304797331703,29.4744973885269,20.6254901189191,28.7346307849858
 06/01  23:00:00,20.275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3267249088833,27.6902571964454,28.8746149197296,27.8187001516139,29.1459834275234,18.3919919483333,28.545492867469
 06/01  24:00:00,19.1666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2526266923435,27.5265839831369,28.6878515634716,27.6526622267061,28.8970554854094,16.3772026492102,28.3932565165106
 06/02  01:00:00,18.825,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4566352003342,27.6887156392944,28.8114548635431,27.8144178052443,28.999134872797,15.2193086667391,28.554586591131
 06/02  02:00:00,18.4666666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4734418512261,27.6569006810394,28.7503995944959,27.7808718278766,28.9138805492354,14.380203882477,28.5257376128902
 06/02  03:00:00,17.425,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4516115458543,27.5701731910224,28.6260256039804,27.692859551279,28.7722238747693,13.3924519582858,28.4455375067157
 06/02  04:00:00,15.9833333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4185416264406,27.4523673687839,28.4651157836877,27.5732883595847,28.5938594702445,12.14816615444,28.3385012165061
 06/02  05:00:00,14.525,31.8333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.389462599567,27.3343816188745,28.3255489284676,27.4567319388808,28.4251211138668,10.8680404907041,28.2373399599379
 06/02  06:00:00,15.1833333333333,401.333333333333,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,1384.15702862444,2339.78406629615,3723.9410949206,99.7596834140863,1498.77631939511,1598.53600280919,491.393293420773,902.927811620095,1394.32110504086,102.578939773463,1510.27428817246,1612.85322794592,204.995555398351,889.94109026628,1094.93664566463,9424.5880763812,28.0396229208048,27.0986214997384,27.9516984776497,27.4530539186497,28.0099685168845,11.1505391941116,27.6851026760396
 06/02  07:00:00,17.4416666666666,699.583333333333,2,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,3744.92410847,1447.06442657352,5191.98853504352,580.489910288833,579.859433651328,1160.34934394016,2396.37380776102,613.063138597139,3009.43694635815,1459.00662934829,833.319453876099,2292.32608322438,1424.17097401543,648.817707607788,2072.98868162321,13727.0895901894,26.0984178188378,26.0511527692932,26.0715141932298,26.1172525585311,26.1144637373893,16.262421493773,26.0906782717087
 06/02  08:00:00,19.6833333333333,836.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4020.54093366829,539.95220836176,4560.49314203005,1695.33647796251,247.618593275251,1942.95507123777,2801.83269792953,229.454902452959,3031.28760038248,1942.90902700275,389.281431941572,2332.19045894433,1572.93063217564,229.455022526779,1802.38565470242,13669.3119272971,25.9566575782663,25.9787601796991,25.962482196057,25.9698502189677,25.9614062130438,25.8640954225404,25.9658833261755
 06/02  09:00:00,22,905.333333333333,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3919.47631394468,539.95221355842,4459.4285275031,1811.30751815322,250.664232524459,2061.97175067768,2835.68634040431,229.232054203971,3064.91839460828,2009.76964064817,388.946608171367,2398.71624881953,1569.08843846596,229.231834218209,1798.32027268416,13783.3551942927,25.9798239382358,25.9900294360222,25.986208860606,25.9866611236534,25.9804426368521,35.7922580894889,25.9845286068648
 06/02  10:00:00,24.4,945.833333333333,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3881.72379653807,539.952545535076,4421.67634207314,1939.56181860851,243.817635567098,2183.3794541756,2446.61705094796,0,2446.61705094796,2099.33862394923,385.189224133597,2484.52784808283,1606.44345252183,226.726931763586,1833.17038428541,13369.3710795649,25.9858007631611,25.990148973155,26.0009398561627,25.9888629803012,25.9848971196706,44.3746737959666,25.9893197201748
 06/02  11:00:00,26.8,966.166666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3859.48980463371,539.952053415367,4399.44185804907,2088.34529566439,231.306983571943,2319.65227923633,2349.04816322023,223.632808520449,2572.68097174067,2202.37682720117,380.547810804575,2582.92463800574,1658.12389883471,223.632712634216,1881.75661146892,13756.4563585007,25.987933748774,25.9922414225332,25.982548879992,25.991205486489,25.9881744802768,51.3889406325342,25.9889387021039
 06/02  12:00:00,28.675,976.583333333333,2,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,3599.72750083787,323.801776125214,3923.52927696309,2225.16915098551,0,2225.16915098551,2028.24695104499,0,2028.24695104499,2124.99256920611,208.892337323733,2333.88490652984,1599.11064540437,121.116314152923,1720.22695955729,12231.0572450807,25.9899225537435,25.9909990807519,25.9861287748942,25.9932068570622,25.9909113606467,56.2267736791172,25.990521125903
 06/02  13:00:00,30.1166666666666,978.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3800.4296708558,533.755163853821,4334.18483470962,2343.00383962698,174.178504805815,2517.18234443279,2163.11199461147,208.099434197847,2371.21142880931,2381.36155208496,357.153849897275,2738.51540198223,1733.54676930101,208.252908717719,1941.79967801872,13902.8936879527,25.9886092485418,25.9975035134109,25.9846246753525,25.9933796886448,25.9909980151177,59.1206516734972,25.9914319871526
 06/02  14:00:00,31.575,922.5,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3781.00553376749,532.867515110432,4313.87304887792,2469.68954288203,150.125146926919,2619.81468980894,1939.47766274065,0,1939.47766274065,2468.12842211465,342.861848018541,2810.99027013319,1777.49230769322,198.67518005487,1976.16748774809,13660.3231593088,25.9905706962982,25.9941755847344,25.9876982970447,25.9938292916409,25.9847663264334,60.1294434775837,25.9909516465284
 06/02  15:00:00,31.9666666666666,682.916666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3746.3524920707,539.578166801559,4285.93065887226,2557.48815245072,142.970360490459,2700.45851294117,2080.61821485011,201.423063339952,2282.04127819006,2528.50644054545,347.206757871286,2875.71319841673,2054.83787870053,201.42503848713,2256.26291718765,14400.4065656079,25.9907001797196,25.9980909954048,25.9884291457861,25.9955668365317,25.9715198860856,57.9694239669347,25.9905964165459
 06/02  16:00:00,31.625,568.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3695.81203870426,534.285481379702,4230.09752008397,2569.62070758638,153.53032934653,2723.15103693291,2031.17174010995,206.813831418944,2237.9855715289,2534.88011907486,355.027023103993,2889.90714217885,2412.76595450987,206.729919426026,2619.49587393589,14700.6371446605,25.9915242079342,25.9988555313744,25.9911100573217,25.9972694627356,25.9934707090634,54.0715365071782,25.9946282655282
 06/02  17:00:00,31.2666666666666,451.583333333333,2,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,2787.17289937559,172.781987187132,2959.95488656272,2226.78659410347,0,2226.78659410347,1573.51896006048,51.9643492801272,1625.4833093406,1858.1062718314,92.3796404641419,1950.48591229554,2190.29603251053,51.9631170923487,2242.25914960287,11004.9698519052,25.9922888010889,26.0002225928468,25.9908510191698,25.997399763769,26.0024162959126,48.3828309719288,25.9963281311818
 06/02  18:00:00,30.05,487.25,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,1526.09272585156,1526.09272585156,0,960.017978264727,960.017978264727,0,701.959365309487,701.959365309487,0,1015.88022695971,1015.88022695971,0.42163279875356,756.796869328363,757.218502127117,4961.1687985126,27.7595205570175,27.5242476271997,27.947478192612,27.512710545479,29.1398773473851,42.3309439110508,27.859007336985
 06/02  19:00:00,28.1916666666666,183.166666666666,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5788328380255,28.0892249422261,28.6608924602167,28.1587649772181,29.9859810419266,34.7083410445292,28.5730014779933
 06/02  20:00:00,26.3499999999999,10.7777777777777,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6630127460276,28.0007579532584,28.6073539850611,28.1151431398321,29.5943578988847,28.1176224837906,28.5097216684723
 06/02  21:00:00,24.3166666666666,0,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6523197312506,27.8095573315953,28.4306824989684,27.9163398320235,29.1255532903227,23.1828057110023,28.335047503683
 06/02  22:00:00,22.0583333333333,0,2,0.451099319784853,0.341962494534795,0.202856552509402,0.341962494534795,0.202856552509402,1.54073741387325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5836941771005,27.5787711855352,28.1950165323025,27.6793700883875,28.7265870131107,20.1491533091169,28.127582347509
 06/02  23:00:00,19.8166666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4666890241442,27.2914305105425,27.8832547658151,27.3869801589256,28.3103051589775,17.4896628892449,27.8688013251742
 06/02  24:00:00,18.375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6563569890726,27.3740988340573,27.9593157917739,27.470452512566,28.3373371572799,15.017982145996,27.9747811782488
 06/03  01:00:00,17.4166666666666,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6693247049778,27.2919690306535,27.860223389505,27.3875667977777,28.199221867217,13.4354902089711,27.9107225536444
 06/03  02:00:00,16.475,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6439749351226,27.1753923267726,27.7217732062143,27.269540969218,28.0341123634041,12.272291835471,27.8112645700405
 06/03  03:00:00,15.4583333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.612856884322,27.0553431300246,27.579524996506,27.1486410429496,27.8702447216128,11.2549616676363,27.7083725605132
 06/03  04:00:00,14.3583333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.578053489314,26.9287909528687,27.4282966660045,27.0200749032529,27.7006209442506,10.3063772187858,27.5993165501074
 06/03  05:00:00,13.2583333333333,20.9166666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5517036563406,26.8120556123653,27.3018035944904,26.9043451972951,27.5472623610725,9.21622145651916,27.5031615612184
 06/03  06:00:00,14.2,288.416666666666,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,555.466090846323,686.242866990149,1241.70895783647,107.931273342139,535.895020751972,643.826294094111,76.7288901723321,431.697138703636,508.426028875968,110.668023435065,564.845479793555,675.513503228619,68.5440295710391,319.360193047423,387.904222618462,3457.37900665363,28.049721794885,26.5534454288674,27.6608887852806,26.887477948249,27.4268410660499,9.5773662783646,27.3264690297284
 06/03  07:00:00,16.5999999999999,601.75,3,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,2737.45027937087,1491.17935259414,4228.62963196501,231.171930777624,409.27537919718,640.447309974804,1620.57725173403,628.924798792096,2249.50205052612,940.228236711244,558.602570178136,1498.83080688938,873.089578684994,476.047035355658,1349.13661404065,9966.54641339596,26.1636079042094,25.8444641390063,26.1018638929852,26.0829994500299,26.1143374981094,14.5316217187994,26.0602679327846
 06/03  08:00:00,19,763.166666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3189.28365838664,539.952412675911,3729.23607106255,1327.74669792745,233.691726012874,1561.43842394032,2142.24964054797,231.554288630879,2373.80392917884,1550.25155706709,392.430712593049,1942.68226966013,1149.77282778026,231.554181107102,1381.32700888736,10988.4877027292,25.9660630083219,25.9739425627983,25.9679326428236,25.9770167250648,25.9754822324849,24.3796937617893,25.9717292856223
 06/03  09:00:00,21.6333333333333,844.333333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3175.62002143308,539.952266203806,3715.57228763688,1492.74228448844,232.239952553432,1724.98223704188,2277.796431343,230.90885197561,2508.70528331861,1661.23787672215,391.462351672923,2052.70022839507,1196.00659169601,230.909239689935,1426.91583138594,11428.8758677784,25.9858338159561,25.9936829586562,25.9906365920572,25.9900950615012,25.9905745763768,34.8131682180765,25.9897781802664
 06/03  10:00:00,24.375,890.833333333333,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3202.06062397889,539.951854317471,3742.01247829636,1668.76295073551,236.817013680723,1905.57996441623,1981.30112201493,0,1981.30112201493,1790.88446708374,388.88891437165,2179.77338145539,1271.07782481958,229.192951556562,1500.27077637614,11308.9377225591,25.9892159376404,25.9920292313058,26.0043932954053,25.9905771096545,25.9917630936924,44.2347040907232,25.9924760512505
 06/03  11:00:00,27.1333333333333,910.416666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3236.6270093826,539.951928092573,3776.57893747517,1862.84796354907,237.359184188705,2100.20714773777,1957.1543590268,227.206986245317,2184.36134527211,1932.56836772683,385.909704062575,2318.4780717894,1357.22250096549,227.207065024454,1584.42956598994,11964.0550682644,25.9907871336443,25.9944889976833,25.9835005256748,25.9927519566748,25.9947783841873,51.9500059697965,25.9916109729757
 06/03  12:00:00,28.65,898.666666666666,3,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,3028.35333867372,323.927924494761,3352.28126316848,2023.04790334041,0,2023.04790334041,1678.57714949821,0,1678.57714949821,1883.34961101006,215.545376759283,2098.89498776935,1326.16792295378,125.594177477144,1451.76210043092,10604.5634042074,25.9929607855376,26.0034696728555,25.9860622731193,26.0004668784072,26.0013236336119,57.1825584346482,25.9971519524125
 06/03  13:00:00,29.1916666666666,820.083333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3267.26527280419,533.338241263419,3800.6035140676,2140.41663295664,186.823826827371,2327.24045978401,1837.11222894403,213.023617601805,2050.13584654584,2144.15948548788,364.562658563944,2508.72214405182,1478.32869589183,213.217407632864,1691.54610352469,12378.248067974,25.9917266088556,25.9981554949826,25.9859161679924,25.9948189022174,25.997145383859,58.5599661162671,25.993788240645
 06/03  14:00:00,29.75,564.333333333333,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3272.24186787657,533.736134718735,3805.97800259531,2274.12057406777,193.618327769835,2467.7389018376,1644.52127713353,0,1644.52127713353,2249.83451509809,354.446421562986,2604.28093666107,1556.29042641119,206.474208116519,1762.7646345277,12285.2837527552,25.9929408182215,25.9961837520097,25.9895424901276,25.994397540192,25.9907003802748,56.7491862348829,25.9932414954214
 06/03  15:00:00,29.0083333333333,387.666666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3248.7288328626,539.92971368724,3788.65854654985,2303.33907077915,188.393881731183,2491.73295251033,1781.35022017995,200.672829819498,1982.02304999944,2275.32471597003,346.10957121807,2621.4342871881,1727.39107439265,200.673323818081,1928.06439821073,12811.9132344585,25.9928634815242,26.0023193597085,25.9889828329667,25.9991343197957,25.999717185738,52.0837148326732,25.9967454123731
 06/03  16:00:00,27.3666666666666,254.583333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3199.82673482504,545.517354532839,3745.34408935788,2279.22515642759,189.374903862536,2468.60006029012,1733.35417732845,194.879857249251,1928.23403457771,2261.54529850406,337.75521251418,2599.30051101824,1891.82987687662,194.914160671053,2086.74403754767,12828.2227327916,25.9919769795684,25.9989354410717,25.9894171239472,25.9970422437961,26.008664747473,46.4511995274688,25.9965056866105
 06/03  17:00:00,25.7083333333333,234.666666666666,3,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,2603.89294228791,172.801891101841,2776.69483338975,1735.62882702436,0,1735.62882702436,1438.52742101168,18.3015652292666,1456.82898624094,1760.96950865213,41.8823305958287,1802.85183924795,1781.0168987329,18.3029649800402,1799.31986371294,9571.32434961594,25.7790395291838,25.8335825793785,25.7663824611003,25.8122799775105,25.7360828827317,41.5512227378584,25.7912007427108
