Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Day Type Index [](Hourly),CORE_ZN:People Occupant Count [](Hourly),PERIMETER_ZN_1:People Occupant Count [](Hourly),PERIMETER_ZN_2:People Occupant Count [](Hourly),PERIMETER_ZN_3:People Occupant Count [](Hourly),PERIMETER_ZN_4:People Occupant Count [](Hourly),Total People,CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Latent Cooling Rate [W](Hourly),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly) ,Total Cooling Rate [W],CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),Mean air Temperature [°C]
 06/01  12:00:00,24.8916666666666,1001.16666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1817988558419,27.7868303074807,30.1053222271232,27.9498338483105,28.5636235506652,53.8796552096315,28.6389605311499
 06/01  13:00:00,26.5333333333333,998.333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2880496979081,28.0125384723516,30.0961156551313,28.1492030467829,28.7731843387027,56.5420002543173,28.7907926019502
 06/01  14:00:00,28.1916666666666,983.333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3810914150776,28.2158657272633,30.1266029641354,28.3334101129028,28.9442414696022,57.7692246949862,28.930581353677
 06/01  15:00:00,29.25,961.166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4612339502726,28.380748295511,30.1703765943784,28.4845436732291,29.4143084325776,56.995169576815,29.0918369389731
 06/01  16:00:00,29.7916666666666,918.166666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5329623671418,28.505358218693,30.1943208159951,28.6003758503614,30.3986596940756,54.1793881289344,29.2989552951064
 06/01  17:00:00,30.3499999999999,846.916666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.590367500291,28.6094529932625,30.1884582647335,28.6976733770459,31.2988004393891,49.4954264867182,29.4782015223956
 06/01  18:00:00,29.6083333333333,599.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6347771956088,28.6609428856263,30.1211108818381,28.743501617981,31.7718511487003,43.2346828181029,29.5662183116535
 06/01  19:00:00,27.9666666666666,80.7499999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.651511764732,28.5748801030965,29.9530806187452,28.7134075313919,31.236925938852,34.4028402417476,29.4527864257211
 06/01  20:00:00,26.3083333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5824835587014,28.3633660687943,29.6949592617831,28.5236556586138,30.507887754376,27.478292882535,29.2135470243226
 06/01  21:00:00,24.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4931051461356,28.1315597948285,29.4012492689196,28.2827193963267,29.9457313205617,23.4462313646013,28.9697713284791
 06/01  22:00:00,22.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4034850195396,27.893938576217,29.1115987382164,28.0304797331703,29.4744973885269,20.6254901189191,28.7346307849858
 06/01  23:00:00,20.275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3267249088833,27.6902571964454,28.8746149197296,27.8187001516139,29.1459834275234,18.3919919483333,28.545492867469
 06/01  24:00:00,19.1666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2526266923435,27.5265839831369,28.6878515634716,27.6526622267061,28.8970554854094,16.3772026492102,28.3932565165106
 06/02  01:00:00,18.825,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4566352003342,27.6887156392944,28.8114548635431,27.8144178052443,28.999134872797,15.2193086667391,28.554586591131
 06/02  02:00:00,18.4666666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4734418512261,27.6569006810394,28.7503995944959,27.7808718278766,28.9138805492354,14.380203882477,28.5257376128902
 06/02  03:00:00,17.425,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4516115458543,27.5701731910224,28.6260256039804,27.692859551279,28.7722238747693,13.3924519582858,28.4455375067157
 06/02  04:00:00,15.9833333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4185416264406,27.4523673687839,28.4651157836877,27.5732883595847,28.5938594702445,12.14816615444,28.3385012165061
 06/02  05:00:00,14.525,31.8333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.389462599567,27.3343816188745,28.3255489284676,27.4567319388808,28.4251211138668,10.8680404907041,28.2373399599379
 06/02  06:00:00,15.1833333333333,401.333333333333,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,1384.15702862444,2339.78406629615,3723.9410949206,163.329172221798,1498.77631939511,1662.1054916169,491.393293420773,902.927811620095,1394.32110504086,102.578939773463,1510.27428817246,1612.85322794592,204.995555398351,889.94109026628,1094.93664566463,9488.15756518891,28.0394498849651,27.0095118718298,27.9515010333234,27.4530514376536,28.0098519111401,11.1505211570205,27.6652324897815
 06/02  07:00:00,17.4416666666666,699.583333333333,2,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,5696.80073964651,1447.06442657352,7143.86516622002,883.044690494895,579.859433651328,1462.90412414622,3645.37803306779,613.063138597139,4258.44117166492,2219.44952807502,833.319453876099,3052.76898195111,2166.45732280777,648.817707607788,2815.27503041555,18733.2544743978,24.8739718219419,25.746076161996,24.5238122986493,25.421380832763,25.1141402350434,16.2676889295741,25.1745473337326
 06/02  08:00:00,19.6833333333333,836.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4020.54093366829,539.95220836176,4560.49314203005,2877.31931930636,247.618593275251,3124.93791258161,2801.83269792953,229.454902452959,3031.28760038248,1942.90902700275,389.281431941572,2332.19045894433,1572.93063217564,229.455022526779,1802.38565470242,14851.2947686409,25.6189804694965,24.7791967528897,25.5232290093548,25.7502678386115,25.6785263488704,25.8579520195914,25.4569649317436
 06/02  09:00:00,22,905.333333333333,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3868.25460826577,539.95221355842,4408.20682182419,1787.63643223322,250.664232524459,2038.30066475767,2798.62815214351,229.232054203971,3027.86020634748,1983.50495098812,388.946608171367,2372.45155915948,1548.58279441006,229.231834218209,1777.81462862826,13624.6338807171,25.830019438991,25.6838849685666,25.7801804476497,25.889111039698,25.8452442589207,35.7844413247638,25.8061432356045
 06/02  10:00:00,24.4,945.833333333333,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,4068.1563555116,539.952545535076,4608.10890104668,2032.71565749139,243.817635567098,2276.53329305848,2564.12388593795,0,2564.12388593795,2200.16626968846,385.189224133597,2585.35549382205,1683.59818567596,226.726931763586,1910.32511743954,13944.4466913047,25.7234005967878,25.7325846742199,25.6710298378442,25.8037964704281,25.7553881029557,44.3682798001599,25.740598957428
 06/02  11:00:00,26.8,966.166666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3335.24845239583,539.952053415367,3875.20050581119,1804.68164654053,231.306983571943,2035.98863011248,2029.9727807487,223.632808520449,2253.60558926914,1903.22407269898,380.547810804575,2283.77188350355,1432.8979858502,223.632712634216,1656.53069848441,12105.0973071808,26.2022529852221,26.1137256305778,26.2004715365827,26.1749730948032,26.17852624208,51.3840041420617,26.1731915014811
 06/02  12:00:00,28.675,976.583333333333,2,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,4911.93723787058,323.801776125214,5235.7390139958,3036.31072372633,0,3036.31072372633,2767.60441564436,0,2767.60441564436,2899.61674278185,208.892337323733,3108.50908010558,2182.0349248127,121.116314152923,2303.15123896562,16451.3144724377,25.0803472821404,25.2451193417501,24.9921103427514,25.2884123815146,25.1723757804167,56.2231479366094,25.1635966112887
 06/02  13:00:00,30.1166666666666,978.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3800.4296708558,533.755163853821,4334.18483470962,2465.13136558392,174.178504805815,2639.30987038973,2163.11199461147,208.099434197847,2371.21142880931,2381.36155208496,357.153849897275,2738.51540198223,1733.54676930101,208.252908717719,1941.79967801872,14025.0212139096,25.6849940369967,25.6182360588351,25.6348181863219,25.758315288562,25.7180310809096,59.1135823271766,25.6841942476336
 06/02  14:00:00,31.575,922.5,2,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3781.00553376749,532.867515110432,4313.87304887792,1650.3644309513,150.125146926919,1800.48957787821,1939.47766274065,0,1939.47766274065,2468.12842211465,342.861848018541,2810.99027013319,1777.49230769322,198.67518005487,1976.16748774809,12840.9980473781,25.7935828127012,26.6019182146687,25.7438552035153,25.8405397986757,25.8020803181012,60.118246998663,25.9779841551937
 06/02  15:00:00,31.9666666666666,682.916666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4442.38562093736,539.578166801559,4981.96378773891,3032.64271533751,142.970360490459,3175.61307582796,2467.17532850245,201.423063339952,2668.5983918424,2998.27650433344,347.206757871286,3345.48326220472,2436.60527540247,201.42503848713,2638.03031388959,16809.6888315036,25.3611465537939,25.5686573602706,25.2909807425285,25.4554965705914,25.3209483459824,58.0238411795979,25.4136132081752
 06/02  16:00:00,31.625,568.416666666666,2,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4248.56733218061,534.285481379702,4782.85281356031,2953.93988655706,153.53032934653,3107.47021590359,2334.95908631357,206.813831418944,2541.77291773251,2914.00340496518,355.027023103993,3269.03042806917,2773.62552726628,206.729919426026,2980.3554466923,16681.4818219579,25.3392833726335,25.4673532586732,25.2766690089007,25.4322833991792,25.2677776372558,54.0617642303114,25.3706910002517
 06/02  17:00:00,31.2666666666666,451.583333333333,2,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,4326.58208682285,172.781987187132,4499.36407400998,3456.68364936517,0,3456.68364936517,2442.60373922227,51.9643492801272,2494.56808850239,2884.37409567234,92.3796404641419,2976.75373613648,3400.03864891993,51.9631170923487,3452.00176601227,16879.3713140263,24.6771062007681,24.7916055355403,24.5383040473671,24.8669616983615,24.2369294338962,48.3714391281594,24.6684287276888
 06/02  18:00:00,30.05,487.25,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,1526.09272585156,1526.09272585156,0,960.017978264727,960.017978264727,0,701.959365309487,701.959365309487,0,1015.88022695971,1015.88022695971,0.42163279875356,756.796869328363,757.218502127117,4961.1687985126,27.0989396597309,26.9179852682376,27.221256035006,26.9207861644133,28.3010784013957,42.3061183071371,27.1936139719968
 06/02  19:00:00,28.1916666666666,183.166666666666,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1519364651956,27.7387835625798,28.1982973331945,27.8144140575566,29.504788651691,34.6912056533793,28.1695461178692
 06/02  20:00:00,26.3499999999999,10.7777777777777,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2943359094364,27.702400598299,28.2110864575671,27.8205456257904,29.193152949249,28.1087298650288,28.1651785110671
 06/02  21:00:00,24.3166666666666,0,2,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3165198260783,27.5420508648951,28.0743869042373,27.6516258365931,28.772046534864,23.1726076495365,28.0251527111715
 06/02  22:00:00,22.0583333333333,0,2,0.451099319784853,0.341962494534795,0.202856552509402,0.341962494534795,0.202856552509402,1.54073741387325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2643520699848,27.3241563219049,27.8600951442141,27.4278240833311,28.3986552382296,20.1401793429547,27.8344713404481
 06/02  23:00:00,19.8166666666666,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1574124238892,27.0458802832959,27.5627176720587,27.1442698604266,27.9973576415702,17.4814439560969,27.5864769448851
 06/02  24:00:00,18.375,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3537100543982,27.133020748443,27.6440944291691,27.2321441051466,28.0281732660441,15.0100931741535,27.6975654585503
 06/03  01:00:00,17.4166666666666,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3716553845727,27.0539764432245,27.5514950687504,27.1525104528957,27.8979266227192,13.42780696057,27.6382616701701
 06/03  02:00:00,16.475,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3502195236613,26.9400810192192,27.4188550456429,27.0371747135562,27.7388462489401,12.2647412840567,27.5427005427458
 06/03  03:00:00,15.4583333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3224460598114,26.8223964617384,27.2819260194456,26.9186786768703,27.5805651181564,11.2475376627345,27.4432819840843
 06/03  04:00:00,14.3583333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2906032204384,26.6978733628066,27.1358727363757,26.7923683151652,27.4162927196604,10.2991164259741,27.3374297012989
 06/03  05:00:00,13.2583333333333,20.9166666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2669407425343,26.5829278840069,27.012914645775,26.6786263911007,27.2670112438123,9.20911052286609,27.2439021755376
 06/03  06:00:00,14.2,288.416666666666,3,0.992418503526678,0.752317487976549,0.446284415520685,0.752317487976549,0.446284415520685,3.38962231052115,532.582613910058,686.242866990149,1218.8254809002,157.544763443408,535.895020751972,693.43978419538,73.5678983178546,431.697138703636,505.26503702149,106.108844749648,564.845479793555,670.954324543203,65.7202285404169,319.360193047423,385.080421587839,3473.56504824811,27.7964779831331,26.2599980276273,27.3830219203119,26.6701361169647,27.1577628667316,9.56999976741466,27.0669438764616
 06/03  07:00:00,16.5999999999999,601.75,3,1.89461714309638,1.43624247704613,0.85199752053949,1.43624247704613,0.85199752053949,6.47109713826762,2737.45027937087,1491.17935259414,4228.62963196501,211.731977252743,409.27537919718,621.007356449924,1620.57725173403,628.924798792096,2249.50205052612,940.228236711244,558.602570178136,1498.83080688938,873.089578684994,476.047035355658,1349.13661404065,9947.10645987108,25.89075691988,25.6379862684517,25.8213561120331,25.8624876431663,25.843619801761,14.5230876198892,25.8130375765621
 06/03  08:00:00,19,763.166666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4175.19172391443,539.952412675911,4715.14413659034,1738.19503638812,233.691726012874,1971.88676240099,2804.48650161748,231.554288630879,3036.04079024835,2029.48315808518,392.430712593049,2421.91387067822,1505.20383544632,231.554181107102,1736.75801655342,13881.7435764713,25.0062030574366,25.3125385192334,24.834965912796,25.2683663265408,25.164037762492,24.3708332715583,25.1306151535721
 06/03  09:00:00,21.6333333333333,844.333333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,3175.62002143308,539.952266203806,3715.57228763688,790.262160886801,232.239952553432,1022.50211344023,2277.796431343,230.90885197561,2508.70528331861,1661.23787672215,391.462351672923,2052.70022839507,1196.00659169601,230.909239689935,1426.91583138594,10726.3957441767,25.5442635993903,26.5871846176027,25.4926135018571,25.6383058338978,25.5853156531167,34.8020108459494,25.7952139850392
 06/03  10:00:00,24.375,890.833333333333,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3202.06062397889,539.951854317471,3742.01247829636,1242.78610979907,236.817013680723,1479.60312347979,1981.30112201493,0,1981.30112201493,1790.88446708374,388.88891437165,2179.77338145539,1271.07782481958,229.192951556562,1500.27077637614,10882.9608816226,25.6488946293221,26.4614637147442,25.6165231464407,25.708667607238,25.6653762602877,44.2246550156247,25.8404163864208
 06/03  11:00:00,27.1333333333333,910.416666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,2241.20790332114,539.951928092573,2781.15983141371,1289.93225555152,237.359184188705,1527.29143974022,1355.23488024869,227.206986245317,1582.441866494,1338.21026856104,385.909704062575,1724.11997262361,939.811039984303,227.207065024454,1167.01810500875,8782.03121528029,26.4306811001336,26.582806022346,26.4800892699651,26.3742018877799,26.3569077007144,51.9424143258233,26.4487014728678
 06/03  12:00:00,28.65,898.666666666666,3,5.50697092374926,4.17464055435517,0,4.17464055435517,2.4764505007325,16.3327025331921,4571.07960683229,323.927924494761,4895.00753132705,3053.64400399003,0,3053.64400399003,2533.69039820376,0,2533.69039820376,2842.7795691747,215.545376759283,3058.32494593398,2001.75424394302,125.594177477144,2127.34842142017,15668.015300875,24.8849775347784,25.1695750320614,24.8108562779216,25.0901987151274,24.9774450197167,57.1772540759045,24.9961068375521
 06/03  13:00:00,29.1916666666666,820.083333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,1260.27522386102,533.338241263419,1793.61346512443,825.618315631927,186.823826827371,1012.44214245929,708.625358602471,213.023617601805,921.648976204276,827.062038108626,364.562658563944,1191.62469667257,570.232556157342,213.217407632864,783.449963790207,5702.77924425077,26.9235918601226,26.9646253335452,26.9931333513512,26.891192083577,26.8885384275922,58.4957107780333,26.9300487694129
 06/03  14:00:00,29.75,564.333333333333,3,9.02198639569707,6.8392498906959,0,6.8392498906959,4.05713105018804,26.7576172272769,3272.24186787657,533.736134718735,3805.97800259531,1310.86546332056,193.618327769835,1504.48379109039,1644.52127713353,0,1644.52127713353,2249.83451509809,354.446421562986,2604.28093666107,1556.29042641119,206.474208116519,1762.7646345277,11322.028642008,26.1528697502015,27.2806643982239,26.111627861895,26.2178365944759,26.1170433479282,56.7774514960703,26.4074529462093
 06/03  15:00:00,29.0083333333333,387.666666666666,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,4882.13460359048,539.92971368724,5422.06431727772,3461.41889944817,188.393881731183,3649.81278117935,2676.98290576961,200.672829819498,2877.6557355891,3419.31940206095,346.10957121807,3765.42897327902,2595.89401642816,200.673323818081,2796.56734024624,18511.5291475714,24.7704851730047,25.2149332825931,24.7148602547622,24.9197871991983,24.7418711381334,52.1135448391204,24.8911754364183
 06/03  16:00:00,27.3666666666666,254.583333333333,3,9.02198639569707,6.8392498906959,4.05713105018804,6.8392498906959,4.05713105018804,30.8147482774649,2344.66967104689,545.517354532839,2890.18702557973,1670.09983371962,189.374903862536,1859.47473758215,1270.11344849792,194.879857249251,1464.99330574717,1657.14493644015,337.75521251418,1994.90014895434,1386.23635049275,194.914160671053,1581.1505111638,9790.70572902719,26.0593008419339,26.2234539800337,26.0686296826146,26.0807721517979,26.153522573537,46.4429323161359,26.1141330839522
 06/03  17:00:00,25.7083333333333,234.666666666666,3,2.88703564662306,2.18855996502268,1.29828193606017,2.18855996502268,1.29828193606017,9.86071944878876,2822.48234447088,172.801891101841,2995.28423557273,1881.32992769152,0,1881.32992769152,1559.28770415391,18.3015652292666,1577.58926938318,1908.79788742583,41.8823305958287,1950.68021802165,1930.52819885177,18.3029649800402,1948.83116383181,10353.7148145009,25.4201320932098,25.656110715861,25.3883682997848,25.5111930791264,25.3504201980478,41.5438875976152,25.4793573408123
